date,label,category,title,mksa,content,harga yang dicari
13/01/2022,up,Finansial,"Larangan Ekspor Batu Bara, Dicabut!","Intinya... Larangan ekspor batu bara yang tadinya diberlakukan 1-31 Januari resmi dicabut. Malam kemarin (Rabu, 12 Januari 2022) 37 kapal ekspor batu bara sudah diperbolehkan jalan.","Ekspor batu bara dipastikan oleh Luhut Binsar Pandjaitan selaku Menteri Koordinator Bidang Maritim dan Investasi sudah dapat dilakukan kembali. Tanggal 12 Januari rabu malam, 37 kapal pengangkut batu bara untuk ekspor sudah diperbolehkan jalan. Mengutip dari Republika ""37 kapal yang sudah isi batu bara dan siap ekspor malam ini sudah boleh jalan. Ekspor secara bertahap akan terus kita jalankan,"" ujar Luhut di Kantornya, Rabu (12/1). Keputusan dicabutnya larangan ekspor batu bara sudah final meski dalam pengawasan yang ketat, tegas Luhut. Pengawasan yang dimaksud yaitu hanya perusahaan yang memenuhi kewajiban memasok kebutuhan pasar dalam negeri atau Domestic Market Obligation (DMO) yang dapat melakukan kegiatan ekspor batu bara. Perusahaan yang belum memenuhi kewajiban tersebut akan dilarang melakukan kegiatan ekspor batu bara dan juga akan dikenakan pinalti terlebih dahulu karena tidak memenuhi ketentuan DMO ""Mereka yang gak penuhi DMO ini mereka akan kena pinalti dan akan kita audit dan kita kejar. Pemerintah bisa dapat miliaran dolar dari pinalti ini,"" kata Luhut. Ketersediaan pasokan untuk pembangkit milik PLN juga menjadi pertimbangan dibukannya ekspor batu bara secara bertahap. Luhut mengatakan pasokan batu bara untuk pembangkit dipastikan aman oleh PLN. ""Rapat ini diikuti oleh semua pihak yang terlibat dalam issue ini. Jadi PLN juga sudah aman,"" ujar Luhut. Per Rabu malam (12/1/22) HOP (Hari Operasi) 15 hari sudah tercapai dan HOP 20 hari untuk wilayah pembangkit yang jauh juga sudah terpenuhi. ""Aman, tidak akan ada pemadaman. Dan secara bertahap kita akan meningkatkan pasokan ini hingga HOP juga bertahap akan lebih baik,"" tambah Luhut. Rapat terkait keputusan final ekspor batu bara ini diikuti oleh Menteri BUMN, Menteri Perhubungan, Menteri Perdagangan, PLN, Bea Cukai, Badan Keamanan Laut Republik Indonesia (Bakamla) dan Menteri ESDM, Arifin Tasrif. Menteri ESDM Arifin Tasrif juga mengatakan Pemerintah akan memprioritaskan perusahaan yang sudah 100 persen memenuhi DMO. ""Nanti yang kita prioritaskan perusahaan yang DMOnya sudah 100 persen,"" ujar Arifin.",batu bara
15/01/2022,down,Finansial,"Timur ke barat, ancaman perekonomian Tanah Air!","Intinya… Banyak kabar buruk datang dari China, Eropa hingga Amerika Serikat mengancam perekonomian Indonesia. Tapering AS, tingginya inflasi dunia, perlambatan perekonomian, shifting policy di China dan sebagainya menjadi risiko yang harus dihadapi dan dikelola dengan baik oleh Indonesia.","Awal tahun ini sudah banyaknya kabar tidak baik datang dari global. Mulai kabar dari China, Eropa hingga Amerika Serikat (AS) mengancam perekonomian Indonesia. Mengutip dari cnbc indonesia ""2022 tetap ada risiko kita, tapering AS, tingginya inflasi dunia, perlambatan perekonomian, shifting policy di China dan sebagainya, itu akan tetap menjadi risiko yang kita kelola,"" ungkap Kepala Badan Kebijakan Fiskal Kementerian Keuangan Febrio Kacaribu saat berbincang dengan wartawan, Rabu (12/1/2022). Peningkatan inflasi global yang diakibatkan oleh kenaikan harga komoditas internasional ditambah dengan biang kerok utama penurunan proyeksi pertumbuhan ekonomi global versi Bank Dunia sebesar 4.1% yaitu Omicron varian baru COVID-19. Di Amerika Serikat (AS) yang merupakan negara maju kondisinya menjadi lebih kompleks. Kebijakan tapering dikeluarkan karena lonjakan inflasi dan diperkirakan kenaikan suku bunga acuan 3 kali oleh bank sentral AS the Fed pada tahun ini. Hal yang sama juga dihadapi oleh China. Selain serangan omicron, krisis rantai pasokan dan permintaan dalam negeri yang lemah juga harus dilewati oleh China. Efek dari hal ini akan langsung terasa oleh Indonesia seiring dengan memburuknya kondisi China, mengingat bahwa China adalah mitra dagang utama Indonesia. Ekonomi tanah air akan terpengaruh oleh seluruh masalah tersebut. Pertumbuhan ekonomi, nilai tukar rupiah dan yield surat berharga Negara (SBN) tentu terkena imbasnya dalam asumsi perekonomian. Febrio memastikan bahwa akan menjaga agar dampaknya tidak buruk. Jika tidak dikelola dengan baik, maka permasalahan tersebut akan berlanjut ke APBN (Anggaran Pendapatan dan Belanja Negara). ""Kami melihat APBN kita aman, APBN kuat khususnya dengan performance sangat baik 2021, penerimaan 20% di atas target itu adalah kondisi memang kita bersyukur banyak perbaikan tren perekonomian membaik, harga komoditas mendukung kita kita manfaatkan situasi yang baik jaga kondisi pemulihan ekonomi sendiri,"" paparnya.", 
22/01/2022,down,Finansial,Rusia akan ban crypto?,"Intinya… Penambangan dan penggunaan crypto akan dilarang oleh Rusia. Hal ini dikarenakan crypto dianggap mengancam kedaulatan kebijakan moneter, kesejahteraan warga serta stabilitas keuangan. Sedangkan penambangan crypto menyebabkan masalah konsumsi energi.","Penambangan dan penggunaan crypto akan dilarang oleh Rusia. Satu serangan lagi diluncurkan terhadap crypto yang sebelumnya langkah serupa dilakukan oleh Amerika Serikat dan beberapa negara di Asia. Crypto dianggap mengancam kedaulatan kebijakan moneter, kesejahteraan warga serta stabilitas keuangan negara. Mengutip Reuters, bank sentral Bank of Rusia, mengatakan bahwa pertumbuhan pesat cryptocurrency sangat ditentukan oleh permintaan spekulatif. Karakteristik yang dibawa juga seperti piramida keuangan. Potensi gelembung pasar diperingatkan oleh bank sentral. Di mana stabilitas keuangan dan warga negara diancam oleh crypto. “Larangan yang diusulkan termasuk pertukaran kripto,” tegas Kepala Departemen Stabilitas Keuangan Bank Sentral Rusia, Elizaveta Danilova. Bank sentral juga akan menggandeng China yang lebih dahulu melakukan larangan untuk mengetahui informasi klien crypto Rusia. Sementara terkait penambangan crypto dianggap menyebabkan masalah pada konsumsi energi. Komputer canggih digunakan untuk menambang crypto dan bersaing untuk memecahkan teka-teki matematika yang kompleks dengan komputer canggih lainnya di jaringan global. FYI Rusia menjadi negara penambangan crypto ketiga terbesar di bawah AS dan Kazakhstan.",crypto ?
24/01/2022,down,Finansial,Istana Baru Kota Nusantara seharga 2T?,Intinya… desain dari istana ibu kota negara berkisar mencapai RP 2T.,"Ibukota baru sudah ditentukan oleh Bapak Presiden Jokowi yang dinyatakan oleh Menteri PPN/Kepala Bappenas, Suharso Monoarfa yang terletak di wilayah Penajam Paser Utara, Kalimantan Timur. Nama dari Ibu Kota tersebut ialah Nusantara. Nama itu dipilih langsung oleh Presiden RI Joko Widodo pada Jumat (14/1/2022). ""Saya baru mendapatkan konfirmasi dan perintah langsung dari Bapak Presiden (Jokowi) itu pada hari Jumat lalu dan beliau mengatakan ibukota negara ini namanya Nusantara,"" kata Suharso dalam rapat bersama Panitia Khusus (Pansus) RUU IKN, Senin (17/1/2022). Perancang dari Istana baru tersebut, I Nyoman Nuarta memperkirakan bahwa pembangunan Kawasan istana membutuhkan Rp 2 T bila diperhitungkan dengan kasar.""Kalau perkiraan kasar paling juga Rp 2 (triliun), barangkali itupun ya,"" katanya dalam wawancara di Akbar Faizal Uncensored, dikutip detikcom, Minggu (23/1/2022). Biaya pastinya nya belum diketahui karena belum dilakukannya Detail Engineering Design (DED). DED akan dilaksanakan oleh pemenang tender pembangunan IKN. Nyoman menjelaskan bahwa perkiraan biaya yang dikatakan dalam pembangunan Istana Negara di Nusantara mengacu pada biaya yang dibutuhkan untuk membangun hotel bintang 5 dengan luasan tertentu. ""Nanti itu yang jelas DED-nya ada baru bisa, kalau perkiraan RAB (rencana anggaran biaya), RAB estimate itu kalau kita melihat orang membangun hotel lah, sekarang kalau hotel bintang 5 dengan luasan sekian ya kurang lebih mirip lah (kebutuhan biayanya),"" tambahnya. Untuk saat ini, Kawasan Istana Negara memiliki lahan seluas 55 hektare yang semula hanya memiliki 32 hektare. Ada perencanaan untuk memperluas lahan tersebut menjadi 100 hektare. Bagaimana menurut teman - teman? Apakah 2T termasuk dalam hitungan harga yang murah atau mahal?",
29/01/2022,down,Finansial,Unilever akan PHK 1.500 karyawan,Intinya...Tekanan dari para pemegang saham Unilever untuk meningkatkan pertumbuhan menjadi salah satu alasan 1.500 karyawan Unilever akan di PHK. Alan Jope mengatakan dengan dilakukannya perombakan struktur organisasi perusahaan maka perusahaan akan lebih responsif terhadap konsumen.,"Tekanan kuat para pemegang saham untuk meningkatkan pertumbuhan perusahaan menjadi salah satu penyebab Unilever akan memangkas 1.500 karyawannya. Para pemegang saham meningkatkan tekanan terhadap perusahaan setelah nilai saham Unilever merosot sepanjang tahun 2021 sebesar 10%. Setelah tiga tawaran akuisisi GlaxoSmithKline yang gagal terungkap, nilai saham Unilever hingga minggu lalu masih turun. Alan Jope selaku CEO Unilever mengatakan Unilever memungkinkan menjadi lebih responsif terhadap konsumen dengan dilakukannya perombakan struktur organisasi perusahaan. ""Pertumbuhan tetap menjadi prioritas utama kami dan perubahan ini akan mendukung upaya kami untuk mencapai ini,"" kata Jope dikutip dari CNN, Rabu (26/1/2022). Maka dari itu perusahaan mengambil keputusan untuk memotong jumlah karyawan secara global. Pemotongan karyawan secara global hanya meliputi 15% manajer senior dan 5% manajer junior. Karyawan pabrik Unilever tidak akan terpengaruh dari pemangkasan jumlah karyawan. FYI Unilever diperkirakan memiliki 149.000 karyawan di seluruh dunia dalam berbagai posisi sampai saat ini. Unilever mengatakan bahwa perusahaan tersebut sedang mengubah struktur organisasi agar menjadi lebih sederhana dan kedepannya akan membagi unit bisnisnya kedalam lima kategori yaitu:Kecantikan Perawatan pribadi Perawatan rumah Nutrisi Ice cream",unilever
29/01/2022,up,Finansial,"Say no to ribet, belanja di Malaysia bisa pake QRIS",Intinya... Indonesia dan Malaysia sedang melakukan kerjasama sistem pembayaran antarnegara menggunakan QR Code agar WNI yang berkunjung ke Malaysia dan sebaliknya dapat menggunakan QRIS sebagai metode pembayaran ketika berbelanja.,"Saat ini Bank Indonesia sudah bekerja sama dengan Bank Negara Malaysia untuk melakukan uji coba interkoneksi pembayaran antar negara dengan menggunakan QR Code. Sehingga masyarakat Indonesia yang ke Malaysia ataupun sebaliknya bisa membayar menggunakan QR Code Indonesia Standard (QRIS) atau QR Code pembayaran Malaysia (DuitNow). Pembayaran bisa dilakukan secara online maupun offline hanya dengan menggunakan e-wallet, uang elektronik, dan atau mobile banking yang sudah support pembayaran QR. Di masa mendatang akan dilakukan kerjasama yang mendukung adanya pengiriman uang antar negara secara real-time antar Indonesia dan Malaysia. Keuntungan dilakukannya kerja sama ini adalah memberikan kemudahan dan memperluas pilihan pembayaran bagi masyarakat di kedua negara, meningkatkan efisiensi transaksi, mendukung digitalisasi perdagangan dan investasi, serta memperkuat stabilitas makro ekonomi yang mengarah pada promosi penggunaan Local Currency Settlement (LCS) atau penyelesaian transaksi dengan mata uang lokal secara lebih luas. ""Penggunaan direct quotation nilai tukar mata uang lokal yang disediakan oleh bank-bank Appointed Cross Currency Dealer (ACCD) di bawah kerangka LCS akan meningkatkan efisiensi transaksi sehingga biaya transaksi menjadi lebih murah,"" kata Doni P. Joewono selaku Deputi Gubernur Bank Indonesia dalam keterangannya, Kamis (27/1/2022). Doni P. Joewono mengatakan bahwa program ini merupakan wujud implementasi Blueprint Sistem Pembayaran Indonesia 2025. Hal ini sejalan dengan pernyataan dari Deputi Gubernur Bank Negara Malaysia Jessica Chew Cheng Lian yang mengatakan interkoneksi QR Code pembayaran antarnegara ini menandai tonggak penting dalam sejarah Panjang kolaborasi antara Indonesia dan Malaysia. ""Perkembangan ini merupakan sebuah langkah besar untuk mewujudkan visi menciptakan jaringan sistem pembayaran ritel yang cepat dan efisien di ASEAN, yang pada akhirnya akan mengakselerasi transformasi digital dan integrasi keuangan untuk kepentingan individu maupun bisnis,"" jelasnya. Terselenggaranya kerjasama tersebut akan mempererat hubungan ekonomi antar dua negara untuk mendukung pemulihan ekonomi pasca pandemi yang sejalan dengan agenda prioritas Presidensi G20 Indonesia terkait Cross-border Payments Roadmap. Supervisi bersama BI dan BNM, serta Asosiasi Sistem Pembayaran Indonesia (ASPI), RAJA (Rintis, Artajasa, Jalin, dan Alto) dan Payments Network Malaysia Sdn Bhd (PayNet) sebagai switching, bank setelmen yaitu Bank Mandiri, Bank Negara Indonesia (BNI) dan CIMB Bank Berhad, serta peserta uji coba lainnya yang merupakan Penyedia Jasa Pembayaran baik bank maupun non bank dari kedua negara. Ke depan, Bank Indonesia akan terus memperluas kerjasama QRIS antarnegara dengan negara-negara lainnya.",
31/01/2022,up,Finansial,Minyak goreng turun lagi nih?,Intinya… harga minyak goreng curah ditetapkan sebesar Rp 11.500 per liter pada tanggal 1 Februari 2022.,"Harga minyak goreng akan turun lagi di tanggal 1 Februari 2022. Hal itu disampaikan Menteri Perdagangan Muhammad Lutfi dalam konferensi pers secara daring, Kamis (27/1/2022). Harga Eceran Tertinggi (HET) minyak goreng diatur sebagai berikut: Minyak goreng curah Rp 11.500 per liter Minyak goreng kemasan sederhana Rp 13.500 per liter Minyak goreng kemasan premium Rp 14.000 per liter. Terlebih lagi, harga ini sudah termasuk PPN. ""Seluruh harga sudah termasuk PPN di dalamnya,"" kata Lutfi dalam konferensi pers, Kamis (27/1/2022). Selama masa transisi, harga minyak goreng tetap berada pada harga Rp 14.000 per liter dan dapat ditemukan di toko – toko ritel modern. “Hal tersebut dengan mempertimbangkan memberikan waktu untuk penyesuaian serta manajemen stok minyak goreng di tingkat pedagang hingga pengecer,” ucap Mendag. Lutfi pun menghimbau masyrakat untuk tidak melakukan panic buying dalam pembelian minyak goreng. Ia yakin bahwa stok minyak goreng tersedia dan cukup. ""Kami kembali mengimbau masyarakat untuk tetap bijak dalam membeli dan tidak melakukan panic buying. Pemerintah menjamin stok minyak goreng tetap tersedia dengan harga terjangkau,"" lanjutnya. Untuk pelaku usaha yang melanggar kebijakan ini akan ditindak sesuai aturan yang berlaku. ""Selain itu, Pemerintah juga akan mengambil langkah-langkah hukum yang sangat tegas bagi para pelaku usaha yang melanggar ketentuan,"" tegasnya. Lutfi menginstruksikan para produsen untuk mempercepat penyaluran minyak goreng sehingga masyrakat dapat terus mendapatkan minyak goreng dengan harga yang ditentukan. ""Dengan kebijakan ini, maka kami berharap harga minyak goreng dapat menjadi lebih stabil dan terjangkau untuk masyarakat, serta dapat tetap menguntungkan bagi para pedagang kecil, distributor, hingga produsen,"" ucap Lutfi. Bagaimana teman – teman? Menurut teman – teman apakah harga minyak yang turun ini membuat ibu – ibu tetap panic buying?",minyak goreng
2/2/2022,up,Finansial,Lebih melek pasar di Imlek 2022!,"Intinya… Karena Imlek 2022 dirayakan sampai 7 hari di negeri tirai bambu, pelaku bisnis harus mempersiapkan dengan baik, termasuk mengingat kembali kita masih dalam masa pandemi dan pemerintah tidak melonggarkan peraturan untuk Imlek tahun ini. Hati-hati kalau mau ekspor ke China dalam satu minggu ini! Selalu perhatikan regulasi terbaru!","Pasar saham China Daratan menyelesaikan perdagangan pada posisi lebih rendah, pada hari Jumat, 28 Januari 2022 kemarin. Turunnya pasar saham ini karena investor melanjutkan aksi jual untuk menghindari risiko di tengah ketidakpastian khususnya akan keputusan pemerintah apakah akan melonggarkan peraturan perjalanan dan logistik. menjelang liburan Imlek yang berlangsung sampai 7 hari terhitung sejak 31 Januari 2022, dan dalam 7 hari tersebut tidak dihitung sebagai business days. Yak, betul, pasar modal ditutup selama satu minggu. Walaupun pemerintah telah mengantisipasi dengan menambah hari kerja bursa pada Sabtu (29) dan Minggu (30), hal ini tidak terlalu memberikan efek, melainkan seolah ‘hari ekstra untuk menyelesaikan pekerjaan agar tidak menumpuk setelah Imlek'. Saat penutupan terakhir, Shanghai Composite Index turun 0,97%, atau 32,81 poin, menjadi 3.361,44. Shenzhen Composite Index, yang melacak saham di bursa kedua China, turun sedikit 0,00%, atau 0,04 poin, menjadi 2.262,37. Indeks CSI300 blue-chip turun 1,21%, atau 56,11 poin, menjadi 4.563,77. Untuk minggu ini, Shanghai Composite Index kehilangan 4,6% dan indeks CSI300 turun 4,5%. Namun di sisi lain, Yuan menguat terhadap Dollar Amerika Serikat. Nilai tukar spot sempat menyentuh 6.3 Yuan per Dollar Amerika Serikat. Lalu perhatian penting juga untuk yang melakukan bisnis ekspor-impor. Pada bulan Desember kemarin, Pemerintah Ibukota Beijing mendesak pemerintah daerah untuk memperkuat langkah-langkah pencegahan dan pengendalian di kota-kota khususnya kota dengan pelabuhan dan meningkatkan pengawasan status epidemi dan sistem peringatan dini. Lockdown dan persyaratan tes COVID-19 di beberapa kota pelabuhan, termasuk di Shenzhen dan Ningbo. Regulasi ini menghambat pengemudi truk sehingga tidak dapat mengangkut kargo dari pabrik ke kapal dan sebaliknya, meningkatkan gangguan pada rantai pasokan. Sekarang kasus varian Omicron telah dicatat di China daratan. Produsen global, eksportir, dan perusahaan pelayaran menjadi khawatir tentang peningkatan risiko bila suatu hari pemerintah China kembali tidak mengizinkan kapal berlabuh. Para pelaku bisnis harus memahami situasi dan bersiap untuk setiap penundaan dalam rantai pasokan global yang sempat terganggu disebabkan oleh pandemi dan liburan Imlek.",harga barang yang diekspor ke china  ? (sse index)
3/2/2022,up,Finansial,NFT petenis nyentrik sudah mulai dijual,"Intinya… Pasca memenangi Australia Terbuka dalam nomor ganda putra, NFT (Non Fungible Token) Nick Kyrgios sudah bisa dibeli dalam beberapa hari kedepan.","Perhelatan Australia terbuka 2022 yang baru saja usai sudah memberikan kesan yang menarik bagi para penggemar tenis di seluruh dunia. Ajang tahunan ini menobatkan Rafael Nadal sebagai ‘The Goat’ versi statistik perolehan Grand Slam, memimpin dari dua rival abadinya yaitu Novak Djokovic (yang kena deportasi) dan Roger Federer (yang lututnya baru saja dioperasi). Sementara dari ajang yang kurang begitu bergengsi yaitu ganda putra, pasangan duet Australia Nick Kyrgios and Thanasi Kokkinakis berhasil merebut trofi setelah mengalahkan sesama pasangan Australia M Ebden dan M Purcell dengan skor 7-5, 6-4. Nick Kyrgios yang ‘terkenal’ berkat kelakuan nya di lapangan maupun di luar lapangan sangat bahagia dengan hasil tersebut. “Ini adalah turnamen luar biasa yang penuh dengan momen-momen yang tak terlupakan” ujar Kyrgios. Ia lantas merilis NFT (Non fungible token) yang sudah dapat dibeli di sini. Menurutnya NFT akan menjadi barang koleksi incaran di masa depan. Ia juga menuturkan bahwa sudah saatnya tenis berkembang dengan zaman. Secara jelas ia menyatakan bahwa ini semua ia lakukan demi fans. “Saya semua tentang penggemar dan pengalaman penggemar jadi ini terasa seperti cara hebat lainnya untuk terhubung.” tambahnya. Berikut beberapa rilisan ‘Ultra Rare Gold’ yang masih di lelang dalam beberapa hari kedepan. Jika kamu tertarik, siap-siap saja untuk merogoh kocek dalam-dalam karena saat berita ini ditulis, penawarannya sudah menyentuh angka $4,999.00. Bring The Heat: He sets the court aflame whenever he steps out. He is King Kyrgios. Fly Higher: First Australia, then the world. Nick doesn’t care for limits. Let’s Dance: This is no last dance for Kyrgios. This is only the beginning. LFG: He says it how it is. But we won’t repeat it here. Tongue Time: Sometimes the celebration takes over. Control on the court is key, but once you win it’s ok to let loose. Nick Kyrgios juga menjual seri ‘Hyper Rare Diamond’ dengan harga pembuka di $9,999.00. Wow!",nft
4/2/2022,up,Finansial,2 maskapai penerbangan raksasa Indonesia kolaps dan lakukan PHK massal,"Intinya… Dua maskapai penerbangan raksasa Indonesia dikabarkan bangkrut akibat pandemi COVID-19. Isu dimulai ketika dikabarkan bahwa PT Garuda Indonesia Tbk dan PT AirAsia Tbk Indonesia ingin menemui Kemnaker. Pertemuan tersebut dikabarkan untuk membahas masalah finansial dan status bangkrut kedua maskapai tersebut. Namun, masing-masing maskapai membantah isu bangkrut dan PHK massal. Tidak bangkrut, memang, tetapi masalah finansial melanda mereka. Pun kedua maskapai tidak secara gamblang membahas nasib status karyawan.","Sudah hampir dua tahun kita menghadapi pandemi COVID-19, ternyata dampaknya pun berhasil membuat perusahaan-perusahaan raksasa terseok. Di awal Februari 2022 ini saja kita sudah mendapat berita tentang 2 maskapai penerbangan raksasa Indonesia yang dikabarkan kolaps dan akan melakukan PHK massal. Bagaimana fakta dan kronologinya? Garuda Indonesia bangkrut Isu PT Garuda Indonesia Tbk (GIAA) akan bangkrut mencuat saat diketahui bahwa perusahaan tersebut akan menemui Kementerian Ketenagakerjaan (Kemnaker). Dikabarkan bahwa pertemuan PT Garuda Indonesia Tbk (GIAA) dengan Kemnaker tersebut untuk membahas ancaman bangkrut yang menghantam maskapai pelat merah tersebut. Rencananya pertemuan dilakukan pada 3 Februari 2022. Namun, “Belum ada rencana pertemuan,” ungkap Anwar selaku Sekretaris Jendral Kementerian Ketenagakerjaan (2/2/2022). Kabar bangkrutnya PT Garuda Indonesia Tbk (GIAA) ini sebenarnya bukan kabar baru. Sejak 9 November 2021 lalu, maskapai penerbangan nasional ini sudah diterpa isu bangkrut. Meski Direktur Utama Garuda Indonesia, Irfan Setiaputra menyangkal kabar bangkrutnya PT Garuda Indonesia Tbk (GIAA). Namun, tidak bisa ditampik bahwa PT Garuda Indonesia Tbk (GIAA) setidaknya membutuhkan Rp14,32 Triliun untuk membayar utangnya dan tetap bertahan. Lalu bagaimana dengan isu PHK massal? Irfan tidak menyatakan secara gamblang tentang PHK massal. Ia akan membahas persoalan tentang karyawan ini secara langsung bersama pihak terkait dengan kebijakan pensiun dini. “Kami selalu mengedepankan kepentingan karyawan dalam kondisi keterbatasan yang ada dan seluruh upaya yang selama ini dilakukan didasarkan atas kesepakatan dengan karyawan seperti pensiun dini sukarela dengan tetap mengacu pada ketentuan yang berlaku,” ujarnya. Bukan PHK, Garuda Indonesia menawarkan pensiun dini Ada kebijakan yang sudah dilakukan PT Garuda Indonesia Tbk (GIAA) sejak beberapa tahun lalu. Bukan PHK massal, tetapi PT Garuda Indonesia Tbk (GIAA) menawarkan pensiun dini. Ini kebijakan yang dimiliki Garuda Indonesia, dan di tahun 2019, pensiun dini sudah diikuti oleh 591 karyawan. Sebanyak 1.100 karyawan mengikuti pensiun dini di 2021. Dan, di tahun 2022 ini, pensiun dini rencananya akan tetap dilaksanakan dibanding opsi PHK massal. “Iya (tetap menawarkan program pensiun dini). Skemanya masih jalan yang tahun lalu,” ungkap Irfan (3/2/2022). AirAsia Indonesia ikut kolaps? Bersamaan dengan kabar rencana PT Garuda Indonesia Tbk (GIAA) berkunjung ke kantor Kemnaker. Ternyata, ada pihak lain yang “menemani” maskapai pelat merah tersebut, yakni PT AirAsia Indonesia (CMPP). Tidak jauh berbeda dengan kabar PT Garuda Indonesia Tbk (GIAA), PT AirAsia Indonesia Tbk (CMPP) ini juga diberitakan ingin menemui Kemnaker untuk membahas status bangkrut mereka akibat dampak pandemi. Namun, PT AirAsia Indonesia Tbk (CMPP) melalui Direktur Utama, Veranita Yosephine menampik dengan tegas bahwa, “... Operasional penerbangan AirAsia Indonesia berlangsung normal dengan tetap memastikan keamanan penerbangan sesuai dengan protokol kesehatan yang berlaku.” PT AirAsia Indonesia Tbk (CMPP) memastikan bahwa keadaan perusahaan tersebut stabil. Bahkan, frekuensi penerbangan AirAsia Indonesia akan ditambah mulai bulan Februari ini. Meski menampik kabar bangkrut, tetapi tidak bisa diabaikan bahwa PT AirAsia Indonesia Tbk (CMPP) mengalami kendala ekonomi. Pendapatan PT AirAsia Indonesia Tbk (CMPP) turun sebesar 65 persen di kuartal III/2021, yakni menjadi Rp 487 miliar dari pendapatan di periode yang sama di tahun 2020 sebesar Rp1,39 triliun. AirAsia Ikut pensiun dini juga? Belum ada jawaban gamblang dari pihak PT AirAsia Indonesia Tbk (CMPP) terkait status karyawan. Belum diketahui apakah akan ada PHK massal atau ada kebijakan lain seperti pensiun dini yang diberikan PT Garuda Indonesia Tbk (GIAA) kepada para karyawan. Namun, Veranita hanya menjelaskan bahwa PT AirAsia Indonesia Tbk (CMPP) akan, “Berupaya memperluas kesempatan kerja bagi karyawan sejalan dengan rencana besar kami untuk pertumbuhan yang kuat kedepannya.” Iya, semua terdampak COVID-19. Tapi, seberapa parah sih pandemi mempengaruhi Maskapai Penerbangan Indonesia? Parah. Ternyata pandemi COVID-19 benar-benar menghantam maskapai penerbangan Indonesia dengan sadis. Dalam dua tahun terakhir, tren penerbangan domestik terus mengalami penurunan yang signifikan. “Untuk penerbangan domestik trennya terus mengalami penurunan dari 2019,” ujar Kepala Badan Pusat Statistik (BPS), Margo Yuwono. Pada tahun 2019, ada sebanyak 76,69 juta orang yang terangkut dalam penerbangan domestik. Namun, setelahnya mulai terlihat penurunan, di mana pada tahun 2020 turun menjadi 32,39 juta orang. Lalu di tahun 2021 lalu, penerbangan domestik turun sebesar 7,18 persen menjadi 30,07 juta orang.",
